scenario,checkpoint_interval,payload_size,repeat_id,ticket_seq,client_seq,server_seq,recovery_floor,ticket_last_seq,server_last_seq_before,server_last_seq_after,server_last_mem_before,server_last_mem_after,request_auth_ok,response_auth_ok,response_verify_reason,nonce_match,nonce_consumed,race_winner_count,state_unchanged,success,reason,recovery_latency_ms
below_floor,100,512,5,100,100,200,200,100,200,200,43af84bd76b2071e67aead08218bd09f1ba16dac9c1a8b65b5f15669c02fefa6,43af84bd76b2071e67aead08218bd09f1ba16dac9c1a8b65b5f15669c02fefa6,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.167
control,100,512,6,100,100,100,100,100,100,100,4b205f4561067ab82525ce466282ca7a211d9ea3623eaaee598c21d04506c2eb,4b205f4561067ab82525ce466282ca7a211d9ea3623eaaee598c21d04506c2eb,True,True,ok,True,True,0,True,True,ok,0.258
ack_loss,100,512,6,100,100,149,100,100,149,149,006e73f556863ca6b00882e6db68e748e6e9cfef36f96f0dbf71b39363ba8065,006e73f556863ca6b00882e6db68e748e6e9cfef36f96f0dbf71b39363ba8065,True,True,ok,True,True,0,True,True,ok,0.237
old_ticket_within_window,100,512,6,100,100,199,100,100,199,199,8560dc86360783d9c0ae123c3465c1387055a1bb2af1c35d2672113ec7dc4488,8560dc86360783d9c0ae123c3465c1387055a1bb2af1c35d2672113ec7dc4488,True,True,ok,True,True,0,True,True,ok,0.218
below_floor,100,512,6,100,100,200,200,100,200,200,498e0a638e41d0e7aef0e30e4b2dbee51b02c862276e22d9dbc24360154d804a,498e0a638e41d0e7aef0e30e4b2dbee51b02c862276e22d9dbc24360154d804a,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.167
control,100,512,7,100,100,100,100,100,100,100,97329ebe1e08d84821dace82bae36afa482d378457ce48fca476b7624e9b67bd,97329ebe1e08d84821dace82bae36afa482d378457ce48fca476b7624e9b67bd,True,True,ok,True,True,0,True,True,ok,0.312
ack_loss,100,512,7,100,100,149,100,100,149,149,d775499d4f9c5ccf9005ff18a7dab4464b819221247796e990d360513f631512,d775499d4f9c5ccf9005ff18a7dab4464b819221247796e990d360513f631512,True,True,ok,True,True,0,True,True,ok,0.214
old_ticket_within_window,100,512,7,100,100,199,100,100,199,199,c5defede1b60115d2e925dc2df34103818eb2e0abc23b11d69387eee6c7c9d13,c5defede1b60115d2e925dc2df34103818eb2e0abc23b11d69387eee6c7c9d13,True,True,ok,True,True,0,True,True,ok,0.207
below_floor,100,512,7,100,100,200,200,100,200,200,c2d8ebc68f051c40eebf12aa641c365010e03c15527218ecbe34ce51b6ca6168,c2d8ebc68f051c40eebf12aa641c365010e03c15527218ecbe34ce51b6ca6168,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.292
control,100,512,8,100,100,100,100,100,100,100,fd2a483fa5921062d9f9471e00e375d64110534f935e708f9aeb1a71b8fb3bde,fd2a483fa5921062d9f9471e00e375d64110534f935e708f9aeb1a71b8fb3bde,True,True,ok,True,True,0,True,True,ok,0.225
ack_loss,100,512,8,100,100,149,100,100,149,149,596feb6d1d121346cf3bf708faff32cd12c0435975f9052cb11657c368ccccfc,596feb6d1d121346cf3bf708faff32cd12c0435975f9052cb11657c368ccccfc,True,True,ok,True,True,0,True,True,ok,0.241
old_ticket_within_window,100,512,8,100,100,199,100,100,199,199,d6ad49ebc3dcabdaa1931ad6117700514438e3f01382abc9fa71f466728944ef,d6ad49ebc3dcabdaa1931ad6117700514438e3f01382abc9fa71f466728944ef,True,True,ok,True,True,0,True,True,ok,0.248
below_floor,100,512,8,100,100,200,200,100,200,200,e02bb3543df5adcc5f8e5c50fe0914b83da6ad73baba58f5701cfe088aca3ddd,e02bb3543df5adcc5f8e5c50fe0914b83da6ad73baba58f5701cfe088aca3ddd,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.211
control,100,512,9,100,100,100,100,100,100,100,c588d704d2a59f2e1916efa5803f03b318eabe830cf5fcd63093fa84c8a8a61d,c588d704d2a59f2e1916efa5803f03b318eabe830cf5fcd63093fa84c8a8a61d,True,True,ok,True,True,0,True,True,ok,0.255
ack_loss,100,512,9,100,100,149,100,100,149,149,de6f5a9aeae073c1b0af5d0cd9b903efc4603651c7e2060140663d40f7ff0f4d,de6f5a9aeae073c1b0af5d0cd9b903efc4603651c7e2060140663d40f7ff0f4d,True,True,ok,True,True,0,True,True,ok,0.205
old_ticket_within_window,100,512,9,100,100,199,100,100,199,199,4e20b8618b32dced486418e2f432fafb5ccc75dfdcaa323bd7f7a90097144635,4e20b8618b32dced486418e2f432fafb5ccc75dfdcaa323bd7f7a90097144635,True,True,ok,True,True,0,True,True,ok,0.201
below_floor,100,512,9,100,100,200,200,100,200,200,d4c5870aac2fa134598798de3dc51f2669dae602580cacb235b64138e09ac6a7,d4c5870aac2fa134598798de3dc51f2669dae602580cacb235b64138e09ac6a7,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.144
control,100,512,10,100,100,100,100,100,100,100,160fff9fb6a08edc43fa84a28f0a96f81d619218b6281c1334051b97422b90b6,160fff9fb6a08edc43fa84a28f0a96f81d619218b6281c1334051b97422b90b6,True,True,ok,True,True,0,True,True,ok,0.186
ack_loss,100,512,10,100,100,149,100,100,149,149,297ab93684aa97e4182cc5f71c5a376ae4569ccb1f69aa3fe61af95392350e0b,297ab93684aa97e4182cc5f71c5a376ae4569ccb1f69aa3fe61af95392350e0b,True,True,ok,True,True,0,True,True,ok,0.303
old_ticket_within_window,100,512,10,100,100,199,100,100,199,199,add3f847ce80e98b0a8eafa1ae2729c9e8652f6618495498c293059ccd58d52f,add3f847ce80e98b0a8eafa1ae2729c9e8652f6618495498c293059ccd58d52f,True,True,ok,True,True,0,True,True,ok,0.199
below_floor,100,512,10,100,100,200,200,100,200,200,080ca2b38da0bddf4c41445d8d039ac1c498a7809b31b93640f442c23abf639e,080ca2b38da0bddf4c41445d8d039ac1c498a7809b31b93640f442c23abf639e,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.14
control,100,512,11,100,100,100,100,100,100,100,1e16daaea9d10d24e365f1ef2ca07aee807c6387671f005a298f057a0b6aaf4d,1e16daaea9d10d24e365f1ef2ca07aee807c6387671f005a298f057a0b6aaf4d,True,True,ok,True,True,0,True,True,ok,0.214
ack_loss,100,512,11,100,100,149,100,100,149,149,34e6196d6996f298290a28f53e8ae8308068a86da39848d93b689d4851c3eb3d,34e6196d6996f298290a28f53e8ae8308068a86da39848d93b689d4851c3eb3d,True,True,ok,True,True,0,True,True,ok,0.265
old_ticket_within_window,100,512,11,100,100,199,100,100,199,199,f251a6c00dd1360ad8bc7d448dd41ce3738a20fd49e9196bbdf506e8e5febf2c,f251a6c00dd1360ad8bc7d448dd41ce3738a20fd49e9196bbdf506e8e5febf2c,True,True,ok,True,True,0,True,True,ok,0.315
below_floor,100,512,11,100,100,200,200,100,200,200,35d5e612d9de33959f1e539d3d5e378a3e4b904e6d8ff16392421ba0166ed7bc,35d5e612d9de33959f1e539d3d5e378a3e4b904e6d8ff16392421ba0166ed7bc,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.15
control,100,512,12,100,100,100,100,100,100,100,2683a87c4069e9d5acd4e1a432fd9e980b59bc6fb6aa2881f066ee609d7b9fce,2683a87c4069e9d5acd4e1a432fd9e980b59bc6fb6aa2881f066ee609d7b9fce,True,True,ok,True,True,0,True,True,ok,0.191
ack_loss,100,512,12,100,100,149,100,100,149,149,c895612c69322d1122b43c613e527b5fb3100c92fd574213b40625f2b2ef1a44,c895612c69322d1122b43c613e527b5fb3100c92fd574213b40625f2b2ef1a44,True,True,ok,True,True,0,True,True,ok,0.196
old_ticket_within_window,100,512,12,100,100,199,100,100,199,199,e652dcab602edae3f905f0659e6a38f988853cad7e31ceb27054cbff8c8ea082,e652dcab602edae3f905f0659e6a38f988853cad7e31ceb27054cbff8c8ea082,True,True,ok,True,True,0,True,True,ok,0.209
below_floor,100,512,12,100,100,200,200,100,200,200,ed58dc1cf7d59b99e5032eade6175fd8190bf252969dbed32e997bdb43d02e81,ed58dc1cf7d59b99e5032eade6175fd8190bf252969dbed32e997bdb43d02e81,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.185
control,100,512,13,100,100,100,100,100,100,100,6c03d37f03b9a2b0f5ae6c3c309444882b720bd0e4f53fb810e939a386efdaf0,6c03d37f03b9a2b0f5ae6c3c309444882b720bd0e4f53fb810e939a386efdaf0,True,True,ok,True,True,0,True,True,ok,0.181
ack_loss,100,512,13,100,100,149,100,100,149,149,bdea023e9f0107947b205b2f6c08dacf6db7b473fc51d6586a358c216797b62d,bdea023e9f0107947b205b2f6c08dacf6db7b473fc51d6586a358c216797b62d,True,True,ok,True,True,0,True,True,ok,0.185
old_ticket_within_window,100,512,13,100,100,199,100,100,199,199,d73ac7865ec35ed4ec06d92902fe43fcb9e0bc804fa10e44d5f6cade40d142d1,d73ac7865ec35ed4ec06d92902fe43fcb9e0bc804fa10e44d5f6cade40d142d1,True,True,ok,True,True,0,True,True,ok,0.191
below_floor,100,512,13,100,100,200,200,100,200,200,125c848adc6f9f11362e9846a8fce1aa76df2e3f01b093c5bc871706725a1e33,125c848adc6f9f11362e9846a8fce1aa76df2e3f01b093c5bc871706725a1e33,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.202
control,100,512,14,100,100,100,100,100,100,100,b7a5da5bea46fab5e38e5291b196c5ef6963124a60526a3552fc9225f7d6b995,b7a5da5bea46fab5e38e5291b196c5ef6963124a60526a3552fc9225f7d6b995,True,True,ok,True,True,0,True,True,ok,0.187
ack_loss,100,512,14,100,100,149,100,100,149,149,33c2cf0b14598b08a62886fdd7a37ae1ac4c1ea73f7c770d6c7bfb613b878969,33c2cf0b14598b08a62886fdd7a37ae1ac4c1ea73f7c770d6c7bfb613b878969,True,True,ok,True,True,0,True,True,ok,0.288
old_ticket_within_window,100,512,14,100,100,199,100,100,199,199,e80773d3a7e2df9ba5c31816e915dca3a59b003a972d37fcb1b77046d112b5ab,e80773d3a7e2df9ba5c31816e915dca3a59b003a972d37fcb1b77046d112b5ab,True,True,ok,True,True,0,True,True,ok,0.255
below_floor,100,512,14,100,100,200,200,100,200,200,26d0d663f934e9e2317d4e064e05b052bd13a73c0f9519b03c453619d80a3d09,26d0d663f934e9e2317d4e064e05b052bd13a73c0f9519b03c453619d80a3d09,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.145
control,100,512,15,100,100,100,100,100,100,100,8025ff78e986cb95529f69d66d38f099a8f6437194f70deec7354da3f0b8d0a9,8025ff78e986cb95529f69d66d38f099a8f6437194f70deec7354da3f0b8d0a9,True,True,ok,True,True,0,True,True,ok,0.185
ack_loss,100,512,15,100,100,149,100,100,149,149,4f38e0f45a6d54fd490f5d019d9d4c51b087814f67565854fd1196091722dfb7,4f38e0f45a6d54fd490f5d019d9d4c51b087814f67565854fd1196091722dfb7,True,True,ok,True,True,0,True,True,ok,0.277
old_ticket_within_window,100,512,15,100,100,199,100,100,199,199,04d3070894a4af1c3d96f7d30f9574389439b269c126f578d34d8c7a0995f386,04d3070894a4af1c3d96f7d30f9574389439b269c126f578d34d8c7a0995f386,True,True,ok,True,True,0,True,True,ok,0.193
below_floor,100,512,15,100,100,200,200,100,200,200,06f19b76d1f548aa70b27218381aa1863cba440cf3c616d8f7ea1e19ea0f8e57,06f19b76d1f548aa70b27218381aa1863cba440cf3c616d8f7ea1e19ea0f8e57,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.249
control,100,512,16,100,100,100,100,100,100,100,0fd249c38f8d9daa392e0a7b2910a5d08ae56ee4c2c36b916094d7fa18db0ad2,0fd249c38f8d9daa392e0a7b2910a5d08ae56ee4c2c36b916094d7fa18db0ad2,True,True,ok,True,True,0,True,True,ok,0.251
ack_loss,100,512,16,100,100,149,100,100,149,149,7a83f3bfb8b24229ff98804b34d289dae08b78d2551e6606f599cc4b30737338,7a83f3bfb8b24229ff98804b34d289dae08b78d2551e6606f599cc4b30737338,True,True,ok,True,True,0,True,True,ok,0.192
old_ticket_within_window,100,512,16,100,100,199,100,100,199,199,bdd48a201f22c29980aa316e4e9c14ae2f577f2f18c496199faf30f23ac15869,bdd48a201f22c29980aa316e4e9c14ae2f577f2f18c496199faf30f23ac15869,True,True,ok,True,True,0,True,True,ok,0.208
below_floor,100,512,16,100,100,200,200,100,200,200,aef82d7ca3708198dce33e312187d4f8583498e5d31218f14a4df501557b5e19,aef82d7ca3708198dce33e312187d4f8583498e5d31218f14a4df501557b5e19,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.145
control,100,512,17,100,100,100,100,100,100,100,ed519debe9cac424e2bf0810c7d3c65976b9f4b22e59065fd8d311bde7e41b94,ed519debe9cac424e2bf0810c7d3c65976b9f4b22e59065fd8d311bde7e41b94,True,True,ok,True,True,0,True,True,ok,0.182
ack_loss,100,512,17,100,100,149,100,100,149,149,28cfe5c7de69a90bf3aff18f04d45a1eef0341b314ffabb9909fde037e91f20e,28cfe5c7de69a90bf3aff18f04d45a1eef0341b314ffabb9909fde037e91f20e,True,True,ok,True,True,0,True,True,ok,0.21
old_ticket_within_window,100,512,17,100,100,199,100,100,199,199,bc9ea7e6238e710379dfe0052eec0525e472598bed31917863be7b21091b1b65,bc9ea7e6238e710379dfe0052eec0525e472598bed31917863be7b21091b1b65,True,True,ok,True,True,0,True,True,ok,0.259
below_floor,100,512,17,100,100,200,200,100,200,200,9950531bc109132c3ca041aaaebd60f8657aedebb210b01f40a8045c8c3699b5,9950531bc109132c3ca041aaaebd60f8657aedebb210b01f40a8045c8c3699b5,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.231
control,100,512,18,100,100,100,100,100,100,100,7978b0ce9a3790cb1da9228f56a20944b548683416e494d91aaa9ed7162d9a8f,7978b0ce9a3790cb1da9228f56a20944b548683416e494d91aaa9ed7162d9a8f,True,True,ok,True,True,0,True,True,ok,0.28
ack_loss,100,512,18,100,100,149,100,100,149,149,b02662325c09bb49e057367890d6fd5d8076f758a028522cc76c88b14b2f154b,b02662325c09bb49e057367890d6fd5d8076f758a028522cc76c88b14b2f154b,True,True,ok,True,True,0,True,True,ok,0.182
old_ticket_within_window,100,512,18,100,100,199,100,100,199,199,084e2f929937ce417fa6c8b56dfbbf6280fa55cffdeb80e7b03e5d5600bbe35d,084e2f929937ce417fa6c8b56dfbbf6280fa55cffdeb80e7b03e5d5600bbe35d,True,True,ok,True,True,0,True,True,ok,0.216
below_floor,100,512,18,100,100,200,200,100,200,200,64204715df24e4e0d959865725aa9713ae5dee054429435da9a593ed3b1b19da,64204715df24e4e0d959865725aa9713ae5dee054429435da9a593ed3b1b19da,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.135
control,100,512,19,100,100,100,100,100,100,100,fb6d751e63b06c123bee755e6519820de32d47b3bcec90b17209f8ee0018bff5,fb6d751e63b06c123bee755e6519820de32d47b3bcec90b17209f8ee0018bff5,True,True,ok,True,True,0,True,True,ok,0.205
ack_loss,100,512,19,100,100,149,100,100,149,149,adfeb48cefd55cc36d6f2316316e08de6e53c104777f42fc34f0eab6c8d95ecb,adfeb48cefd55cc36d6f2316316e08de6e53c104777f42fc34f0eab6c8d95ecb,True,True,ok,True,True,0,True,True,ok,0.282
old_ticket_within_window,100,512,19,100,100,199,100,100,199,199,306314f0e8bd46cbab315ec23ab025cd2ad1616beffb6a7d0fac3173b4f220b6,306314f0e8bd46cbab315ec23ab025cd2ad1616beffb6a7d0fac3173b4f220b6,True,True,ok,True,True,0,True,True,ok,0.207
below_floor,100,512,19,100,100,200,200,100,200,200,ebcd7403797c45fa4a0ab4821e3af2e4a21c929d423a5eb1ac7b31489861d094,ebcd7403797c45fa4a0ab4821e3af2e4a21c929d423a5eb1ac7b31489861d094,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.23
control,100,512,20,100,100,100,100,100,100,100,99b1e9852df0b80238551b6aa09a4287fb0d3ffbb8353d46782e3d98e4f66fa9,99b1e9852df0b80238551b6aa09a4287fb0d3ffbb8353d46782e3d98e4f66fa9,True,True,ok,True,True,0,True,True,ok,0.206
ack_loss,100,512,20,100,100,149,100,100,149,149,5e1a964f65734d899562a070635250de6d38b520226664c40cf3446df05f63af,5e1a964f65734d899562a070635250de6d38b520226664c40cf3446df05f63af,True,True,ok,True,True,0,True,True,ok,0.192
old_ticket_within_window,100,512,20,100,100,199,100,100,199,199,70a536ac493dedae2766fa1effd740589ec1bd1b339b46ebc1fefcd4bd729825,70a536ac493dedae2766fa1effd740589ec1bd1b339b46ebc1fefcd4bd729825,True,True,ok,True,True,0,True,True,ok,0.199
below_floor,100,512,20,100,100,200,200,100,200,200,1378084a4e58522f92bf1527879d87fdc0a0fafc1fb26b416a5580e9bf708e59,1378084a4e58522f92bf1527879d87fdc0a0fafc1fb26b416a5580e9bf708e59,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.147
control,100,512,21,100,100,100,100,100,100,100,6ac304f01988218ed65027115a38fca213469c379bd9ef47c278c65d44b1ec67,6ac304f01988218ed65027115a38fca213469c379bd9ef47c278c65d44b1ec67,True,True,ok,True,True,0,True,True,ok,0.17
ack_loss,100,512,21,100,100,149,100,100,149,149,c0b013d00b40064e2136281ef977ba350edfaca349d8df5a4fe2ba5d11ee336e,c0b013d00b40064e2136281ef977ba350edfaca349d8df5a4fe2ba5d11ee336e,True,True,ok,True,True,0,True,True,ok,0.178
old_ticket_within_window,100,512,21,100,100,199,100,100,199,199,c7c3171583d26b2620d1c77ac9b43f5b38040989509c34f4027bc5fe3c33a9ec,c7c3171583d26b2620d1c77ac9b43f5b38040989509c34f4027bc5fe3c33a9ec,True,True,ok,True,True,0,True,True,ok,0.222
below_floor,100,512,21,100,100,200,200,100,200,200,86b81f2e4b33db0da01d20e3547c96d186e3cad5a4acbf20e00b63afe9db6ab2,86b81f2e4b33db0da01d20e3547c96d186e3cad5a4acbf20e00b63afe9db6ab2,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.153
control,100,512,22,100,100,100,100,100,100,100,a7e8e5f73951f8c0168e9f1677edb3652381eb9e630ff2f03b5fca7175231054,a7e8e5f73951f8c0168e9f1677edb3652381eb9e630ff2f03b5fca7175231054,True,True,ok,True,True,0,True,True,ok,0.231
ack_loss,100,512,22,100,100,149,100,100,149,149,e796f199cd0f29256d559e6d4079c8c55ba727bba1721c9f1f34dccccd8799a9,e796f199cd0f29256d559e6d4079c8c55ba727bba1721c9f1f34dccccd8799a9,True,True,ok,True,True,0,True,True,ok,0.255
old_ticket_within_window,100,512,22,100,100,199,100,100,199,199,5fdf7eeabbfd7ecd3d757d9e284ccaf2b47aed84f77539647129f05e5f97b298,5fdf7eeabbfd7ecd3d757d9e284ccaf2b47aed84f77539647129f05e5f97b298,True,True,ok,True,True,0,True,True,ok,0.2
below_floor,100,512,22,100,100,200,200,100,200,200,972ec5c832d2591b7eb8fa8017f61aa7ce2062f341d021e76709bf538ece62a9,972ec5c832d2591b7eb8fa8017f61aa7ce2062f341d021e76709bf538ece62a9,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.154
control,100,512,23,100,100,100,100,100,100,100,7622d07e465dc7c3b1f333381d757733f81746ababb2c03a0c64305a6256cdd4,7622d07e465dc7c3b1f333381d757733f81746ababb2c03a0c64305a6256cdd4,True,True,ok,True,True,0,True,True,ok,0.224
ack_loss,100,512,23,100,100,149,100,100,149,149,2662d2d7d0e75677438120abc9189c9b9ef8eb6ca12c260a576abd5607d564e3,2662d2d7d0e75677438120abc9189c9b9ef8eb6ca12c260a576abd5607d564e3,True,True,ok,True,True,0,True,True,ok,0.236
old_ticket_within_window,100,512,23,100,100,199,100,100,199,199,54564aaf0fc2c105af19698039a4275a552ef20dacff241ddccc13ad5d3fc5da,54564aaf0fc2c105af19698039a4275a552ef20dacff241ddccc13ad5d3fc5da,True,True,ok,True,True,0,True,True,ok,0.197
below_floor,100,512,23,100,100,200,200,100,200,200,9c3428e24405841ea156bf60bcf130067b0d400f1f587f1b0829396c3de1a145,9c3428e24405841ea156bf60bcf130067b0d400f1f587f1b0829396c3de1a145,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.133
control,100,512,24,100,100,100,100,100,100,100,6f008e44492eebce0f0ed0ac708a6c887bc8157f3f79b7423998105d23dfa3eb,6f008e44492eebce0f0ed0ac708a6c887bc8157f3f79b7423998105d23dfa3eb,True,True,ok,True,True,0,True,True,ok,0.27
ack_loss,100,512,24,100,100,149,100,100,149,149,3eddd7aa77dc46d20fa4b0bd6d5fcec1883b18ecbf3a3fa09b6172a09cf4c118,3eddd7aa77dc46d20fa4b0bd6d5fcec1883b18ecbf3a3fa09b6172a09cf4c118,True,True,ok,True,True,0,True,True,ok,0.196
old_ticket_within_window,100,512,24,100,100,199,100,100,199,199,94ef1cd8d26ef7d2aa388f6e13bc9716cdb8c075b52985cacfd3bb6778c4f553,94ef1cd8d26ef7d2aa388f6e13bc9716cdb8c075b52985cacfd3bb6778c4f553,True,True,ok,True,True,0,True,True,ok,0.243
below_floor,100,512,24,100,100,200,200,100,200,200,d38e2de91ea7ce670886b7bca808059f201c324e59f1955d148dd9dc0a2fb779,d38e2de91ea7ce670886b7bca808059f201c324e59f1955d148dd9dc0a2fb779,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.147
control,100,512,25,100,100,100,100,100,100,100,523fe47e5a5830ffd7a2e96d1472ce55eb64d0fc84d472bd39233b15ed22e2a0,523fe47e5a5830ffd7a2e96d1472ce55eb64d0fc84d472bd39233b15ed22e2a0,True,True,ok,True,True,0,True,True,ok,0.192
ack_loss,100,512,25,100,100,149,100,100,149,149,cc7207d308463518b12c59a40966d40f389dd36b4f0c22c33ef3e662fb901566,cc7207d308463518b12c59a40966d40f389dd36b4f0c22c33ef3e662fb901566,True,True,ok,True,True,0,True,True,ok,0.184
old_ticket_within_window,100,512,25,100,100,199,100,100,199,199,35a25be422a6bd70e062aa054171952319246d4922afcbfae668d4a26e0ad325,35a25be422a6bd70e062aa054171952319246d4922afcbfae668d4a26e0ad325,True,True,ok,True,True,0,True,True,ok,0.188
below_floor,100,512,25,100,100,200,200,100,200,200,4f2860673311f00e55496b6b2a5bedba033315ec1f7b20d4740cb8182f0372fa,4f2860673311f00e55496b6b2a5bedba033315ec1f7b20d4740cb8182f0372fa,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.137
control,100,512,26,100,100,100,100,100,100,100,5a9f1cb48b3e8fc38031ae337c5a2bc5d8b3abff16ef1d00b618540f591b4801,5a9f1cb48b3e8fc38031ae337c5a2bc5d8b3abff16ef1d00b618540f591b4801,True,True,ok,True,True,0,True,True,ok,0.192
ack_loss,100,512,26,100,100,149,100,100,149,149,4c23eeb5694a5b58039f0881c1cdaabba11797968c3dfd12a61a93c2b7a42389,4c23eeb5694a5b58039f0881c1cdaabba11797968c3dfd12a61a93c2b7a42389,True,True,ok,True,True,0,True,True,ok,0.203
old_ticket_within_window,100,512,26,100,100,199,100,100,199,199,c89a65d5944674338d2c4109c7b877c97ad9ea1cddb305f63ff713c4f2c0432b,c89a65d5944674338d2c4109c7b877c97ad9ea1cddb305f63ff713c4f2c0432b,True,True,ok,True,True,0,True,True,ok,0.189
below_floor,100,512,26,100,100,200,200,100,200,200,4ebccbc7e669a11b4263781e3ae2ee27c8a197c1d76b32af5022b4bff74538e9,4ebccbc7e669a11b4263781e3ae2ee27c8a197c1d76b32af5022b4bff74538e9,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.194
control,100,512,27,100,100,100,100,100,100,100,30ed4fb4ac07a0d42ffd4910b6c0b4c0415e0a1c2b26f7d4222bf1c0de591151,30ed4fb4ac07a0d42ffd4910b6c0b4c0415e0a1c2b26f7d4222bf1c0de591151,True,True,ok,True,True,0,True,True,ok,0.168
ack_loss,100,512,27,100,100,149,100,100,149,149,bad15d346a2c19eca64cf3f3c7857c3acd0971b765b5979776646195796bed6f,bad15d346a2c19eca64cf3f3c7857c3acd0971b765b5979776646195796bed6f,True,True,ok,True,True,0,True,True,ok,0.2
old_ticket_within_window,100,512,27,100,100,199,100,100,199,199,4611c9a42ba01dee6531146420bf9d180f846759b277de45f2034f31683cd62a,4611c9a42ba01dee6531146420bf9d180f846759b277de45f2034f31683cd62a,True,True,ok,True,True,0,True,True,ok,0.324
below_floor,100,512,27,100,100,200,200,100,200,200,099e929a5bc1c75b5ba44ba939cd3d3c18c1bf308a2e6c0988250c285f9985f7,099e929a5bc1c75b5ba44ba939cd3d3c18c1bf308a2e6c0988250c285f9985f7,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.17
control,100,512,28,100,100,100,100,100,100,100,3d097178a3db7ec29e6e515fba1471b261ea4e9dd558fa24b81b432eb03e6f4b,3d097178a3db7ec29e6e515fba1471b261ea4e9dd558fa24b81b432eb03e6f4b,True,True,ok,True,True,0,True,True,ok,0.232
ack_loss,100,512,28,100,100,149,100,100,149,149,b3ad7b9d1f55da4c359463439dc1d85917655de74fc4d97419eebc83366543c5,b3ad7b9d1f55da4c359463439dc1d85917655de74fc4d97419eebc83366543c5,True,True,ok,True,True,0,True,True,ok,0.193
old_ticket_within_window,100,512,28,100,100,199,100,100,199,199,861396a4b3bcaeb9ac04a85ce4feddef3f6ca8fb14bf1ef6d0ef5e498fe5a13d,861396a4b3bcaeb9ac04a85ce4feddef3f6ca8fb14bf1ef6d0ef5e498fe5a13d,True,True,ok,True,True,0,True,True,ok,0.195
below_floor,100,512,28,100,100,200,200,100,200,200,bde091f104d7e67b540dfb086ca23bcdb4d541d703812e0cce0b35d02e4388f4,bde091f104d7e67b540dfb086ca23bcdb4d541d703812e0cce0b35d02e4388f4,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.143
control,100,512,29,100,100,100,100,100,100,100,f11f386de602d5897801e14edd62a44a7c08abc75bd03a144aa54062c072ed5c,f11f386de602d5897801e14edd62a44a7c08abc75bd03a144aa54062c072ed5c,True,True,ok,True,True,0,True,True,ok,0.187
ack_loss,100,512,29,100,100,149,100,100,149,149,8cc318ea2224091d4bc56f1da483225623f584bb596c7a9557a844d2f8bf67b6,8cc318ea2224091d4bc56f1da483225623f584bb596c7a9557a844d2f8bf67b6,True,True,ok,True,True,0,True,True,ok,0.247
old_ticket_within_window,100,512,29,100,100,199,100,100,199,199,b2873011e45e9d54f76cc4ecac58988575af4fd68ac00fa41a9b314c927266bc,b2873011e45e9d54f76cc4ecac58988575af4fd68ac00fa41a9b314c927266bc,True,True,ok,True,True,0,True,True,ok,0.21
below_floor,100,512,29,100,100,200,200,100,200,200,49111600f65ba94960e23a95d2e8021e2447cc2a4bbd2ebeb5b95eb338f39739,49111600f65ba94960e23a95d2e8021e2447cc2a4bbd2ebeb5b95eb338f39739,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.141
