session_id,protocol,loss_rate,delay_ms,reorder_rate,message_count,payload_size,repeat_id,base_seed,run_seed,loss_schedule_hash,logical_message_count,transmission_attempt_count,actual_packets_sent,accepted_logical_messages,unrecovered_logical_messages,simulated_drop_count,server_rejected_attempt_count,socket_timeout_count,retry_count_total,success_rate,throughput_msg_per_sec,configured_delay_ms,injected_delay_total_ms,retry_wait_total_ms,socket_rtt_mean_ms,socket_rtt_std_ms,application_latency_mean_ms,rtt_mean_ms,rtt_std_ms,rtt_min_ms,rtt_max_ms,rtt_median_ms,client_final_seq,server_final_seq,state_match,client_final_mem,server_final_mem,memory_match,client_final_hash,server_final_hash,hash_match,sequence_match,elapsed_seconds
weaknet-gmcp_r-l0-d0-r1-15f2ce95721fffbc,gmcp_r,0,0,0,200,128,1,20260711,15f2ce95721fffbc,78246f3b1d07021b,200,200,200,200,0,0,0,0,0,100.0,8137.96,0.0,0,0,0.09,0.06,0.11,0.09,0.06,0.04,0.66,0.09,200,200,True,e9ca0532ca97f8ecadf14dc9afaa8268,e9ca0532ca97f8ecadf14dc9afaa8268,True,,,,,0.0246
weaknet-gmcp_r-l0-d0-r2-4fdf51a991803b36,gmcp_r,0,0,0,200,128,2,20260711,4fdf51a991803b36,78246f3b1d07021b,200,200,200,200,0,0,0,0,0,100.0,10289.74,0.0,0,0,0.07,0.02,0.08,0.07,0.02,0.05,0.18,0.06,200,200,True,2a3cd710dc6de7e1a1a12cfba66dee95,2a3cd710dc6de7e1a1a12cfba66dee95,True,,,,,0.0194
weaknet-gmcp_r-l0-d20-r1-05820232175fc781,gmcp_r,0,20,0,200,128,1,20260711,05820232175fc781,78246f3b1d07021b,200,200,200,200,0,0,0,0,0,100.0,41.69,20.35,4069.66,0,0.34,0.07,23.95,0.34,0.07,0.2,0.8,0.32,200,200,True,a7c13d29804f50cfe903106ef620c6e8,a7c13d29804f50cfe903106ef620c6e8,True,,,,,4.7975
weaknet-gmcp_r-l0-d20-r2-966c392fb7ee6d15,gmcp_r,0,20,0,200,128,2,20260711,966c392fb7ee6d15,78246f3b1d07021b,200,200,200,200,0,0,0,0,0,100.0,41.61,20.18,4036.1,0,0.38,0.49,24.0,0.38,0.49,0.24,7.09,0.32,200,200,True,b28f34b205b1b1ef309cc42dcb657e71,b28f34b205b1b1ef309cc42dcb657e71,True,,,,,4.8069
weaknet-gmcp_r-l0-d50-r1-f3ff8d74515dc27c,gmcp_r,0,50,0,200,128,1,20260711,f3ff8d74515dc27c,78246f3b1d07021b,200,200,200,200,0,0,0,0,0,100.0,18.44,50.26,10052.03,0,0.36,0.1,54.19,0.36,0.1,0.23,1.01,0.34,200,200,True,936356173c010ec670932f054334aad5,936356173c010ec670932f054334aad5,True,,,,,10.8454
weaknet-gmcp_r-l0-d50-r2-2c2f0160173af1ef,gmcp_r,0,50,0,200,128,2,20260711,2c2f0160173af1ef,78246f3b1d07021b,200,200,200,200,0,0,0,0,0,100.0,18.48,50.13,10026.04,0,0.37,0.13,54.07,0.37,0.13,0.23,1.6,0.34,200,200,True,0fad7bc2e506246cfa869271cfa2d20a,0fad7bc2e506246cfa869271cfa2d20a,True,,,,,10.8218
weaknet-gmcp_r-l0-d100-r1-09bcdc7c502b2b2c,gmcp_r,0,100,0,200,128,1,20260711,09bcdc7c502b2b2c,78246f3b1d07021b,200,200,200,200,0,0,0,0,0,100.0,9.6,100.16,20031.67,0,0.36,0.08,104.14,0.36,0.08,0.24,0.85,0.33,200,200,True,76834440d6dfe84f5d35cc4ec6f38685,76834440d6dfe84f5d35cc4ec6f38685,True,,,,,20.835
weaknet-gmcp_r-l0-d100-r2-f669dae1abbbafc7,gmcp_r,0,100,0,200,128,2,20260711,f669dae1abbbafc7,78246f3b1d07021b,200,200,200,200,0,0,0,0,0,100.0,9.58,100.6,20120.1,0,0.36,0.09,104.37,0.36,0.09,0.22,1.09,0.34,200,200,True,c5f38f1f8093372aab618286374eabe8,c5f38f1f8093372aab618286374eabe8,True,,,,,20.8809
weaknet-gmcp_r-l0-d200-r1-d5c360f60864d5e9,gmcp_r,0,200,0,200,128,1,20260711,d5c360f60864d5e9,78246f3b1d07021b,200,200,200,200,0,0,0,0,0,100.0,4.92,199.27,39853.77,0,0.38,0.11,203.17,0.38,0.11,0.26,1.1,0.35,200,200,True,61960e6f3de835503965977005eac7c6,61960e6f3de835503965977005eac7c6,True,,,,,40.6413
weaknet-gmcp_r-l0-d200-r2-1da2d8f57382b5d4,gmcp_r,0,200,0,200,128,2,20260711,1da2d8f57382b5d4,78246f3b1d07021b,200,200,200,200,0,0,0,0,0,100.0,4.85,202.16,40432.27,0,0.38,0.12,206.19,0.38,0.12,0.24,1.49,0.35,200,200,True,3df274671a8ce420ef1d4af5b0f7be46,3df274671a8ce420ef1d4af5b0f7be46,True,,,,,41.2463
weaknet-gmcp_r-l1-d0-r1-70f89746c8e62a76,gmcp_r,1,0,0,200,128,1,20260711,70f89746c8e62a76,63376403714c6881,200,201,200,200,0,1,0,0,1,100.0,1423.95,0.0,0,100,0.15,0.07,0.68,0.15,0.07,0.1,0.68,0.14,200,200,True,880fd47e716c4ef695e89508be260571,880fd47e716c4ef695e89508be260571,True,,,,,0.1405
weaknet-gmcp_r-l1-d0-r2-380000c7e2c8cc78,gmcp_r,1,0,0,200,128,2,20260711,380000c7e2c8cc78,53c6afa609f43259,200,201,200,200,0,1,0,0,1,100.0,1455.89,0.0,0,100,0.14,0.03,0.67,0.14,0.03,0.1,0.28,0.14,200,200,True,1046781d614812d1f941b17b6673fcda,1046781d614812d1f941b17b6673fcda,True,,,,,0.1374
weaknet-gmcp_r-l1-d20-r1-a4f4780b7f7c2ae1,gmcp_r,1,20,0,200,128,1,20260711,a4f4780b7f7c2ae1,0780da9c52490792,200,202,200,200,0,2,0,0,2,100.0,40.14,19.94,4027.72,200,0.35,0.11,24.88,0.35,0.11,0.25,1.24,0.33,200,200,True,9d577280b13bc2e47887314eaf42ec79,9d577280b13bc2e47887314eaf42ec79,True,,,,,4.9825
weaknet-gmcp_r-l1-d20-r2-0f6937c03b2cbf6d,gmcp_r,1,20,0,200,128,2,20260711,0f6937c03b2cbf6d,473815230da6617c,200,204,200,200,0,4,0,0,4,100.0,37.85,20.19,4124.79,400,0.37,0.18,26.39,0.37,0.18,0.24,2.24,0.33,200,200,True,99dc3b1385eb45c1cf4968af3fd20910,99dc3b1385eb45c1cf4968af3fd20910,True,,,,,5.2847
weaknet-gmcp_r-l1-d50-r1-8d4d9286cd2ab4dd,gmcp_r,1,50,0,200,128,1,20260711,8d4d9286cd2ab4dd,6ff557caf5cc841d,200,201,200,200,0,1,0,0,1,100.0,18.13,50.5,10155.68,100,0.35,0.09,55.12,0.35,0.09,0.25,0.95,0.33,200,200,True,d7ce472cc40ad351294aec79035c441d,d7ce472cc40ad351294aec79035c441d,True,,,,,11.0319
weaknet-gmcp_r-l1-d50-r2-f669603c16d09e01,gmcp_r,1,50,0,200,128,2,20260711,f669603c16d09e01,a95272e17ccdcdeb,200,202,200,200,0,2,0,0,2,100.0,18.15,49.33,9975.53,200,0.37,0.16,55.07,0.37,0.16,0.24,1.64,0.34,200,200,True,0e56a12871a426a12406f18062b5229a,0e56a12871a426a12406f18062b5229a,True,,,,,11.022
weaknet-gmcp_r-l1-d100-r1-a0c4b398f44d9c97,gmcp_r,1,100,0,200,128,1,20260711,a0c4b398f44d9c97,0deff59cd6e99b57,200,200,200,200,0,0,0,0,0,100.0,9.67,99.54,19908.64,0,0.37,0.12,103.36,0.37,0.12,0.26,1.75,0.34,200,200,True,c1091a99c42884e43f1a1c37e419bddc,c1091a99c42884e43f1a1c37e419bddc,True,,,,,20.68
weaknet-gmcp_r-l1-d100-r2-ca9f1113f3287fd1,gmcp_r,1,100,0,200,128,2,20260711,ca9f1113f3287fd1,57e0007eb0714489,200,201,200,200,0,1,0,0,1,100.0,9.45,100.95,20303.99,100,0.35,0.08,105.82,0.35,0.08,0.23,0.84,0.33,200,200,True,769504b236fe3807426a9f1a4b8ed96c,769504b236fe3807426a9f1a4b8ed96c,True,,,,,21.1718
weaknet-gmcp_r-l1-d200-r1-7b6f49f87f5aa1bd,gmcp_r,1,200,0,200,128,1,20260711,7b6f49f87f5aa1bd,ccb6b588f6c2ef33,200,202,200,200,0,2,0,0,2,100.0,4.79,202.05,40802.51,200,0.37,0.09,208.83,0.37,0.09,0.25,0.93,0.35,200,200,True,d288eae44194f0b17370457e2754d984,d288eae44194f0b17370457e2754d984,True,,,,,41.7737
weaknet-gmcp_r-l1-d200-r2-dcb76e80892ee3d0,gmcp_r,1,200,0,200,128,2,20260711,dcb76e80892ee3d0,3eb62aa12f8dbc29,200,202,200,200,0,2,0,0,2,100.0,4.79,201.66,40735.32,200,0.38,0.13,208.55,0.38,0.13,0.25,1.75,0.35,200,200,True,9abef2fa7d248f71c6384b1082138ba7,9abef2fa7d248f71c6384b1082138ba7,True,,,,,41.7175
weaknet-gmcp_r-l2-d0-r1-86c1a1967dba2511,gmcp_r,2,0,0,200,128,1,20260711,86c1a1967dba2511,618519c834114706,200,206,200,200,0,6,0,0,6,100.0,306.66,0.0,0,600,0.15,0.05,3.24,0.15,0.05,0.09,0.42,0.15,200,200,True,74014f38c183d632ba09091edd2a9303,74014f38c183d632ba09091edd2a9303,True,,,,,0.6522
weaknet-gmcp_r-l2-d0-r2-95c25ff69cc2b05e,gmcp_r,2,0,0,200,128,2,20260711,95c25ff69cc2b05e,6061934a6948911b,200,205,200,200,0,5,0,0,5,100.0,363.47,0.0,0,500,0.12,0.05,2.74,0.12,0.05,0.05,0.34,0.11,200,200,True,2a1a75fa45e85f833bb2149a87077d08,2a1a75fa45e85f833bb2149a87077d08,True,,,,,0.5503
weaknet-gmcp_r-l2-d20-r1-62b001db55412c8f,gmcp_r,2,20,0,200,128,1,20260711,62b001db55412c8f,46181a6d4069d8b1,200,205,200,200,0,5,0,0,5,100.0,37.1,20.04,4100.58,500,0.36,0.14,26.92,0.36,0.14,0.24,1.56,0.33,200,200,True,67d8cb43bb077867b33bdb38628c5aae,67d8cb43bb077867b33bdb38628c5aae,True,,,,,5.3912
weaknet-gmcp_r-l2-d20-r2-71370cd3a24aadcc,gmcp_r,2,20,0,200,128,2,20260711,71370cd3a24aadcc,ee46cea6e24f3395,200,205,200,200,0,5,0,0,5,100.0,37.17,20.04,4107.89,500,0.36,0.12,26.87,0.36,0.12,0.25,1.26,0.32,200,200,True,0f558ccf6142c74a2d6001cccc2113c6,0f558ccf6142c74a2d6001cccc2113c6,True,,,,,5.3805
weaknet-gmcp_r-l2-d50-r1-573bedd81fa69027,gmcp_r,2,50,0,200,128,1,20260711,573bedd81fa69027,09f1a7a33dc5885c,200,204,200,200,0,4,0,0,4,100.0,17.53,49.86,10170.38,400,0.37,0.14,56.99,0.37,0.14,0.24,1.72,0.34,200,200,True,267eba49ae04128cfbc54a05aaaee40c,267eba49ae04128cfbc54a05aaaee40c,True,,,,,11.4063
weaknet-gmcp_r-l2-d50-r2-8e8c4e6fe3fc684e,gmcp_r,2,50,0,200,128,2,20260711,8e8c4e6fe3fc684e,510b208ea1a7b9b7,200,202,200,200,0,2,0,0,2,100.0,17.74,50.85,10273.96,200,0.36,0.08,56.34,0.36,0.08,0.24,0.8,0.34,200,200,True,4a6aab5897dc30bc7f97ab00f147aab4,4a6aab5897dc30bc7f97ab00f147aab4,True,,,,,11.2767
weaknet-gmcp_r-l2-d100-r1-d5aa9a86109d18ea,gmcp_r,2,100,0,200,128,1,20260711,d5aa9a86109d18ea,c824696a1ca25359,200,206,200,200,0,6,0,0,6,100.0,9.12,99.51,20565.21,600,0.37,0.15,109.66,0.37,0.15,0.25,2.05,0.34,200,200,True,e0bce59c7e16a192cb98de7251271f32,e0bce59c7e16a192cb98de7251271f32,True,,,,,21.9408
weaknet-gmcp_r-l2-d100-r2-8fd4b5e22843df94,gmcp_r,2,100,0,200,128,2,20260711,8fd4b5e22843df94,807302636804e5b1,200,206,200,200,0,6,0,0,6,100.0,9.15,99.14,20455.95,600,0.37,0.09,109.26,0.37,0.09,0.25,0.86,0.34,200,200,True,74ff3d3661c3423cf211b92eab315416,74ff3d3661c3423cf211b92eab315416,True,,,,,21.8594
weaknet-gmcp_r-l2-d200-r1-f5216e69a656da5d,gmcp_r,2,200,0,200,128,1,20260711,f5216e69a656da5d,c5085b715793e0ce,200,205,200,200,0,5,0,0,5,100.0,4.7,199.25,40846.45,500,0.37,0.09,212.63,0.37,0.09,0.25,1.04,0.35,200,200,True,5d3a1ff69ad4c0606897432bc2134e64,5d3a1ff69ad4c0606897432bc2134e64,True,,,,,42.5349
weaknet-gmcp_r-l2-d200-r2-65b7a33edb79e8e2,gmcp_r,2,200,0,200,128,2,20260711,65b7a33edb79e8e2,50ab789abb4acca7,200,206,200,200,0,6,0,0,6,100.0,4.58,201.58,41544.91,600,0.37,0.09,218.27,0.37,0.09,0.26,1.01,0.34,200,200,True,397bfd3009e740c9375f348bc0478e5e,397bfd3009e740c9375f348bc0478e5e,True,,,,,43.6629
weaknet-gmcp_r-l5-d0-r1-893fd0e45dde8ef5,gmcp_r,5,0,0,200,128,1,20260711,893fd0e45dde8ef5,db404a9d054f99c6,200,211,200,200,0,11,0,0,11,100.0,167.78,0.0,0,1100,0.16,0.1,5.94,0.16,0.1,0.1,0.98,0.13,200,200,True,50b8871e811f0d684f8afaf6b3b0582a,50b8871e811f0d684f8afaf6b3b0582a,True,,,,,1.192
weaknet-gmcp_r-l5-d0-r2-27bfc9ebf9bc0721,gmcp_r,5,0,0,200,128,2,20260711,27bfc9ebf9bc0721,092a691252e23122,200,208,200,200,0,8,0,0,8,100.0,222.84,0.0,0,800,0.16,0.09,4.47,0.16,0.09,0.1,1.06,0.14,200,200,True,11cb2eb392e2b8b714e30c4166e70f91,11cb2eb392e2b8b714e30c4166e70f91,True,,,,,0.8975
weaknet-gmcp_r-l5-d20-r1-c1624b1304c80824,gmcp_r,5,20,0,200,128,1,20260711,c1624b1304c80824,a4ff0b9e324b8675,200,208,200,200,0,8,0,0,8,100.0,30.9,20.06,4176.57,800,0.35,0.08,32.32,0.35,0.08,0.24,0.87,0.33,200,200,True,6cb95929732c1660ef64dc13240110c8,6cb95929732c1660ef64dc13240110c8,True,,,,,6.4725
weaknet-gmcp_r-l5-d20-r2-1f99b6fd5e2a86a3,gmcp_r,5,20,0,200,128,2,20260711,1f99b6fd5e2a86a3,054eec89f26fd3e1,200,211,200,200,0,11,0,0,11,100.0,29.73,19.93,4199.35,1100,0.36,0.13,33.6,0.36,0.13,0.25,1.72,0.32,200,200,True,99cd0322972b67485c60183f8c0aa04b,99cd0322972b67485c60183f8c0aa04b,True,,,,,6.7283
weaknet-gmcp_r-l5-d50-r1-55241e74f73c4f88,gmcp_r,5,50,0,200,128,1,20260711,55241e74f73c4f88,633a5d3a5ebe8be6,200,211,200,200,0,11,0,0,11,100.0,15.4,49.09,10367.26,1100,0.37,0.16,64.88,0.37,0.16,0.26,1.82,0.33,200,200,True,7c0a048e97fece7af389f7351fdd73e3,7c0a048e97fece7af389f7351fdd73e3,True,,,,,12.9836
weaknet-gmcp_r-l5-d50-r2-7880484bffcade43,gmcp_r,5,50,0,200,128,2,20260711,7880484bffcade43,f0a8b6280c3360f2,200,206,200,200,0,6,0,0,6,100.0,16.31,49.44,10206.57,600,0.37,0.14,61.27,0.37,0.14,0.22,1.6,0.34,200,200,True,d2f7041eb43173812e09070722d8c9d2,d2f7041eb43173812e09070722d8c9d2,True,,,,,12.2619
weaknet-gmcp_r-l5-d100-r1-70eae1f97d29a861,gmcp_r,5,100,0,200,128,1,20260711,70eae1f97d29a861,0eee7c20ff803fb4,200,214,200,200,0,14,0,0,14,100.0,8.26,99.0,21243.79,1400,0.38,0.11,121.07,0.38,0.11,0.25,1.08,0.35,200,200,True,98ae0d65a93bcc4934f082733815286d,98ae0d65a93bcc4934f082733815286d,True,,,,,24.2223
weaknet-gmcp_r-l5-d100-r2-06cde4d08f6f4b04,gmcp_r,5,100,0,200,128,2,20260711,06cde4d08f6f4b04,f345f007fa5344a5,200,210,200,200,0,10,0,0,10,100.0,8.43,100.72,21175.18,1000,0.4,0.28,118.58,0.4,0.28,0.26,3.98,0.34,200,200,True,1e72c32ebc21dff99668886c687a836b,1e72c32ebc21dff99668886c687a836b,True,,,,,23.724
weaknet-gmcp_r-l5-d200-r1-1ef1f095b01947d8,gmcp_r,5,200,0,200,128,1,20260711,1ef1f095b01947d8,82cb51d5174ef4f1,200,212,200,200,0,12,0,0,12,100.0,4.41,201.56,42631.56,1200,0.37,0.12,226.76,0.37,0.12,0.21,1.21,0.34,200,200,True,c7dd96412b79fca553f677c327584721,c7dd96412b79fca553f677c327584721,True,,,,,45.3603
weaknet-gmcp_r-l5-d200-r2-2d5d9d1d5918f4d9,gmcp_r,5,200,0,200,128,2,20260711,2d5d9d1d5918f4d9,31c6467426a98633,200,211,200,200,0,11,0,0,11,100.0,4.48,199.34,41992.45,1100,0.37,0.11,223.18,0.37,0.11,0.26,1.37,0.34,200,200,True,69740a238ddcc0f4d853cfb6254ee9ae,69740a238ddcc0f4d853cfb6254ee9ae,True,,,,,44.6446
weaknet-gmcp_r-l10-d0-r1-6de2b98f1032469d,gmcp_r,10,0,0,200,128,1,20260711,6de2b98f1032469d,bbfe66ae646dbb20,200,227,200,200,0,27,0,0,27,100.0,68.63,0.0,0,2700,0.17,0.1,14.55,0.17,0.1,0.1,0.81,0.13,200,200,True,ff6e472876aeda3597734d8183b2ff6c,ff6e472876aeda3597734d8183b2ff6c,True,,,,,2.914
weaknet-gmcp_r-l10-d0-r2-227c904143d2f524,gmcp_r,10,0,0,200,128,2,20260711,227c904143d2f524,ce50dfc8ba47b9ae,200,234,200,200,0,34,0,0,34,100.0,54.76,0.0,0,3400,0.18,0.1,18.24,0.18,0.1,0.09,1.01,0.16,200,200,True,2f0b5c5e8369fe5828d62c8ce2f83c72,2f0b5c5e8369fe5828d62c8ce2f83c72,True,,,,,3.6521
weaknet-gmcp_r-l10-d20-r1-b4ee1f80c7aa5c0a,gmcp_r,10,20,0,200,128,1,20260711,b4ee1f80c7aa5c0a,7656d80d62e8a156,200,214,200,200,0,14,0,0,14,100.0,27.73,20.03,4292.17,1400,0.36,0.19,36.03,0.36,0.19,0.23,2.76,0.33,200,200,True,a641e2a6b6a67b90dcdc0d703a7ab084,a641e2a6b6a67b90dcdc0d703a7ab084,True,,,,,7.2136
weaknet-gmcp_r-l10-d20-r2-9cbecdf606dc78e0,gmcp_r,10,20,0,200,128,2,20260711,9cbecdf606dc78e0,e282fc9cb8889f31,200,221,200,200,0,21,0,0,21,100.0,24.54,20.07,4447.99,2100,0.35,0.07,40.71,0.35,0.07,0.23,0.85,0.33,200,200,True,b2defc3a4557499066f3bfd9e299de1e,b2defc3a4557499066f3bfd9e299de1e,True,,,,,8.1506
weaknet-gmcp_r-l10-d50-r1-6bb09bead8093d4e,gmcp_r,10,50,0,200,128,1,20260711,6bb09bead8093d4e,c282d1d055a5b097,200,216,200,200,0,16,0,0,16,100.0,14.13,50.1,10834.66,1600,0.37,0.13,70.74,0.37,0.13,0.25,1.45,0.34,200,200,True,98b5d1c3cdc3d834ab1b8349d7bed223,98b5d1c3cdc3d834ab1b8349d7bed223,True,,,,,14.1559
weaknet-gmcp_r-l10-d50-r2-68cee6b4782bcaa5,gmcp_r,10,50,0,200,128,2,20260711,68cee6b4782bcaa5,1aaecef6c612e680,200,222,200,200,0,22,0,0,22,100.0,13.32,49.93,11091.5,2200,0.39,0.21,75.04,0.39,0.21,0.24,2.22,0.34,200,200,True,18229bd493f562de976167d874a15145,18229bd493f562de976167d874a15145,True,,,,,15.0165
weaknet-gmcp_r-l10-d100-r1-d3996dbbadb355d6,gmcp_r,10,100,0,200,128,1,20260711,d3996dbbadb355d6,fa18e692aad81ec6,200,224,200,200,0,24,0,0,24,100.0,7.53,100.28,22400.76,2400,0.36,0.1,132.82,0.36,0.1,0.25,1.24,0.34,200,200,True,f812573c2c8781a12515e23b55396904,f812573c2c8781a12515e23b55396904,True,,,,,26.5728
weaknet-gmcp_r-l10-d100-r2-bc1f874883a929b8,gmcp_r,10,100,0,200,128,2,20260711,bc1f874883a929b8,efcc4746c57b7fe2,200,222,200,200,0,22,0,0,22,100.0,7.79,97.96,21753.09,2200,0.37,0.09,128.38,0.37,0.09,0.25,1.19,0.35,200,200,True,040a4dd863954edb720c4fb4bc43d8c2,040a4dd863954edb720c4fb4bc43d8c2,True,,,,,25.684
weaknet-gmcp_r-l10-d200-r1-2a9c094b61077f73,gmcp_r,10,200,0,200,128,1,20260711,2a9c094b61077f73,2c49705a1c44b84a,200,215,200,200,0,15,0,0,15,100.0,4.39,198.2,42564.46,1500,0.37,0.09,227.94,0.37,0.09,0.24,1.17,0.34,200,200,True,a1711cf770a406adc48b132c7a652fe8,a1711cf770a406adc48b132c7a652fe8,True,,,,,45.5955
weaknet-gmcp_r-l10-d200-r2-87b82c6188ec7429,gmcp_r,10,200,0,200,128,2,20260711,87b82c6188ec7429,6e67494ac1b2c9e8,200,224,200,200,0,24,0,0,24,100.0,4.03,204.34,45615.92,2400,0.36,0.08,248.39,0.36,0.08,0.23,0.71,0.34,200,200,True,8e7173d7a9a888ddeb000ac5ebc00009,8e7173d7a9a888ddeb000ac5ebc00009,True,,,,,49.6862
weaknet-hash_chain-l0-d0-r1-3c97e084c8d921eb,hash_chain,0,0,0,200,128,1,20260711,3c97e084c8d921eb,78246f3b1d07021b,200,200,200,200,0,0,0,0,0,100.0,6288.74,0.0,0,0,0.14,0.12,0.15,0.14,0.12,0.09,1.79,0.12,200,200,True,,,,124c3df3a70d5593d273d818b4a691fb,124c3df3a70d5593d273d818b4a691fb,True,,0.0318
weaknet-hash_chain-l0-d0-r2-abd0c0117c7de4c8,hash_chain,0,0,0,200,128,2,20260711,abd0c0117c7de4c8,78246f3b1d07021b,200,200,200,200,0,0,0,0,0,100.0,11004.2,0.0,0,0,0.07,0.04,0.09,0.07,0.04,0.04,0.32,0.06,200,200,True,,,,6cd8fdea188cb5e3e5dbb91604862c3b,6cd8fdea188cb5e3e5dbb91604862c3b,True,,0.0182
weaknet-hash_chain-l0-d20-r1-668147ea0793db1a,hash_chain,0,20,0,200,128,1,20260711,668147ea0793db1a,78246f3b1d07021b,200,200,200,200,0,0,0,0,0,100.0,37.22,20.25,4049.95,0,0.32,0.07,26.85,0.32,0.07,0.21,0.62,0.3,200,200,True,,,,12ce88e26c3e510ec6f9074c75faac97,12ce88e26c3e510ec6f9074c75faac97,True,,5.3733
weaknet-hash_chain-l0-d20-r2-0a8c0eaf61073355,hash_chain,0,20,0,200,128,2,20260711,0a8c0eaf61073355,78246f3b1d07021b,200,200,200,200,0,0,0,0,0,100.0,38.04,19.96,3991.26,0,0.32,0.07,26.27,0.32,0.07,0.21,0.68,0.31,200,200,True,,,,8e5dbd5cfb5f43f0d4b2e2eeedaa09fd,8e5dbd5cfb5f43f0d4b2e2eeedaa09fd,True,,5.258
weaknet-hash_chain-l0-d50-r1-456060392f3cfb53,hash_chain,0,50,0,200,128,1,20260711,456060392f3cfb53,78246f3b1d07021b,200,200,200,200,0,0,0,0,0,100.0,17.47,49.98,9996.73,0,0.34,0.12,57.23,0.34,0.12,0.22,1.25,0.31,200,200,True,,,,0cb77db906c5d6146793747620ed54f1,0cb77db906c5d6146793747620ed54f1,True,,11.4503
weaknet-hash_chain-l0-d50-r2-b2e5bf5de2e30b30,hash_chain,0,50,0,200,128,2,20260711,b2e5bf5de2e30b30,78246f3b1d07021b,200,200,200,200,0,0,0,0,0,100.0,17.62,49.7,9939.72,0,0.33,0.09,56.74,0.33,0.09,0.23,0.83,0.31,200,200,True,,,,b996f35efd8ada04c1e28cf3655612e4,b996f35efd8ada04c1e28cf3655612e4,True,,11.3521
weaknet-hash_chain-l0-d100-r1-7b0c6ea1b5672913,hash_chain,0,100,0,200,128,1,20260711,7b0c6ea1b5672913,78246f3b1d07021b,200,200,200,200,0,0,0,0,0,100.0,9.23,101.1,20219.11,0,0.34,0.12,108.27,0.34,0.12,0.23,1.11,0.31,200,200,True,,,,3860ea376e54cbcd83f22b5989467464,3860ea376e54cbcd83f22b5989467464,True,,21.6584
weaknet-hash_chain-l0-d100-r2-277792dc96b87173,hash_chain,0,100,0,200,128,2,20260711,277792dc96b87173,78246f3b1d07021b,200,200,200,200,0,0,0,0,0,100.0,9.3,100.38,20075.11,0,0.34,0.13,107.48,0.34,0.13,0.23,1.38,0.32,200,200,True,,,,e0ce8106bca7e399b3b792cd5b874c36,e0ce8106bca7e399b3b792cd5b874c36,True,,21.5
weaknet-hash_chain-l0-d200-r1-992b43bd44ed0d2d,hash_chain,0,200,0,200,128,1,20260711,992b43bd44ed0d2d,78246f3b1d07021b,200,200,200,200,0,0,0,0,0,100.0,4.84,199.83,39965.56,0,0.35,0.15,206.68,0.35,0.15,0.23,1.24,0.31,200,200,True,,,,0f27bab1b162c0913a5507c572c9cbef,0f27bab1b162c0913a5507c572c9cbef,True,,41.3394
